text,class,feature,appName
frnds   every one should must install in your phone  ,Neutral,install,WhatsApp
I can call family in texas and Mexico ,Neutral,call family,WhatsApp
Great chat block and talk hu,Positive,chat block,WhatsApp
Like the new calling option  but a ridiculous  place to put the button as keep pressing by mistake when trying to send  a photo or video!,Neutral,calling option,WhatsApp
Like the new calling option  but a ridiculous  place to put the button as keep pressing by mistake when trying to send  a photo or video!,Neutral,send  a photo,WhatsApp
Like the new calling option  but a ridiculous  place to put the button as keep pressing by mistake when trying to send  a photo or video!,Negative,button,WhatsApp
kmk dah install whatsapp   tapi xpat,Neutral,install,WhatsApp
To be honest I would tell everybody I know to get it to complete their movie experience!!!!,Neutral,movie,Netflix
out of no where the video will freeze up for a few minutes then after that it will force close ,Neutral,video,Netflix
awesome app but first you have to log out and in but still awesome app you should get it it is great,Neutral,log out,Netflix
I enjoy the service and they have an excellent selection and wide variety of movies and shows ,Neutral,movies,Netflix
I enjoy the service and they have an excellent selection and wide variety of movies and shows ,Neutral,shows,Netflix
"I havent really used this yet, I have been just streaming free shows and movies from my kindle fire ",Neutral,streaming free shows,Netflix
i love netflex it is awesome it works VERY well i love it i watch all my movies nd shows on this its better than red box or hulu but tht is my opinion,Neutral,watch all my movies,Netflix
I got a Roku1 and watched a couple things on my 50 inch screen TV ,Neutral,watched a couple things,Netflix
I did have it free on my once during a movie ,Neutral,movie,Netflix
Have watched tons of things on my fire taplet and my Iphone ,Neutral,watched tons of things,Netflix
Im rather disappointed in that I cannot arrange and re arrange my queue ,Negative,arrange my queue,Netflix
This app is basically allowing the user to stream a movie ,Neutral,stream a movie,Netflix
i am constantly frustrated by the lack of material available on the streaming plan    ESPECIALLY when it says that the disc is availablce!,Negative,streaming plan,Netflix
"the lack of availability on streaming doesnt make me want to upgrade, it just pisses me off ",Neutral,upgrade,Netflix
"the lack of availability on streaming doesnt make me want to upgrade, it just pisses me off ",Negative,availability on streaming,Netflix
"Device limitations, I pay for it and dont even watch it because it has nothing I like on it ",Neutral,watch,Netflix
"My daughter started to pay for it because I was going to discontinue it, so if that tells you anything       You can only use two devices at a time and that really sucks ",Negative,use two devices at a time,Netflix
I love the season of TV shows they have ,Positive,season of TV shows,Netflix
Am watching Supernatural that has 7 seasons ,Neutral,watching Supernatural,Netflix
There is 7 seasons and the show just got done with season 8 ,Neutral,show,Netflix
And there are alot of shows that had only 1 season ,Neutral,shows,Netflix
Reasonable price for streaming!!,Positive,streaming,Netflix
Was a decent app now no video and frequent errors ,Neutral,video,Netflix
even if you reinstall it doesnt work ,Neutral,reinstall,Netflix
Needs more variety in newer movies ,Neutral,variety in newer movies,Netflix
I prefer to join periodically rather then continuous to allow them to build up a new supply of movies ,Neutral,movies,Netflix
its a really cool app most of the time but I hats when it wont load so I uninstalles it with the plans of reinstalling it to see if it could get off the title page but now I cant reinstall it for whatever reason and it makes me really mad :l so then I try to search it on the appstore since it wont let me reinstall it on the homepage that dosent work either ANDNOWIWANTTOSCREAMIHATETHISIHATETHISTHATETHISBUTIREALLWISHITWOUKDWORK,Negative,load,Netflix
its a really cool app most of the time but I hats when it wont load so I uninstalles it with the plans of reinstalling it to see if it could get off the title page but now I cant reinstall it for whatever reason and it makes me really mad :l so then I try to search it on the appstore since it wont let me reinstall it on the homepage that dosent work either ANDNOWIWANTTOSCREAMIHATETHISIHATETHISTHATETHISBUTIREALLWISHITWOUKDWORK,Negative,uninstalles,Netflix
its a really cool app most of the time but I hats when it wont load so I uninstalles it with the plans of reinstalling it to see if it could get off the title page but now I cant reinstall it for whatever reason and it makes me really mad :l so then I try to search it on the appstore since it wont let me reinstall it on the homepage that dosent work either ANDNOWIWANTTOSCREAMIHATETHISIHATETHISTHATETHISBUTIREALLWISHITWOUKDWORK,Negative,reinstalling,Netflix
its a really cool app most of the time but I hats when it wont load so I uninstalles it with the plans of reinstalling it to see if it could get off the title page but now I cant reinstall it for whatever reason and it makes me really mad :l so then I try to search it on the appstore since it wont let me reinstall it on the homepage that dosent work either ANDNOWIWANTTOSCREAMIHATETHISIHATETHISTHATETHISBUTIREALLWISHITWOUKDWORK,Negative,reinstall,Netflix
its a really cool app most of the time but I hats when it wont load so I uninstalles it with the plans of reinstalling it to see if it could get off the title page but now I cant reinstall it for whatever reason and it makes me really mad :l so then I try to search it on the appstore since it wont let me reinstall it on the homepage that dosent work either ANDNOWIWANTTOSCREAMIHATETHISIHATETHISTHATETHISBUTIREALLWISHITWOUKDWORK,Negative,reinstall,Netflix
"Netflix is great you can watch movies on the with your phone, kindle fire or your computer , laptop or just sitting at home!",Positive,watch movies,Netflix
Its the best thing you can buy because every one in the family can watch what they like ,Positive,watch what they like,Netflix
I do like being able to control the volume from within the app ,Positive,control the volume,Netflix
I also like the 10 second rewind button ,Positive,10 second rewind button,Netflix
